법정동,행정기관코드,법정동코드
덕천동,2632055000,2632010400
덕천동,2632056000,2632010400
덕천동,2632056100,2632010400
만덕동,2632057100,2632010300
만덕동,2632057200,2632010300
만덕동,2632057300,2632010300
해운대구,2635000000,2635000000
우동,2635051000,2635010500
우동,2635052000,2635010500
우동,2635052500,2635010500
중동,2635053000,2635010600
중동,2635054000,2635010600
좌동,2635055100,2635010700
좌동,2635055200,2635010700
좌동,2635055300,2635010700
좌동,2635055400,2635010700
송정동,2635056000,2635010800
반여동,2635057000,2635010300
반여동,2635058000,2635010300
반여동,2635059000,2635010300
반여동,2635059500,2635010300
반송동,2635061000,2635010100
석대동,2635061000,2635010200
반송동,2635062000,2635010100
재송동,2635065000,2635010400
재송동,2635066000,2635010400
사하구,2638000000,2638000000
괴정동,2638051000,2638010100
괴정동,2638052000,2638010100
괴정동,2638053000,2638010100
괴정동,2638054000,2638010100
당리동,2638055000,2638010200
하단동,2638056100,2638010300
하단동,2638056200,2638010300
신평동,2638057100,2638010400
신평동,2638057200,2638010400
장림동,2638058000,2638010500
장림동,2638059000,2638010500
다대동,2638060100,2638010600
다대동,2638060200,2638010600
구평동,2638061000,2638010700
감천동,2638062000,2638010800
감천동,2638063000,2638010800
금정구,2641000000,2641000000
서동,2641051000,2641011000
서동,2641052000,2641011000
서동,2641053000,2641011000
금사동,2641055500,2641011100
회동동,2641055500,2641011200
부곡동,2641057000,2641010900
부곡동,2641058000,2641010900
오륜동,2641059000,2641010600
부곡동,2641059000,2641010900
부곡동,2641059100,2641010900
장전동,2641060000,2641010800
장전동,2641061000,2641010800
두구동,2641063500,2641010100
선동,2641063500,2641010500
노포동,2641066500,2641010200
청룡동,2641066500,2641010300
남산동,2641067000,2641010400
구서동,2641068000,2641010700
구서동,2641069000,2641010700
금성동,2641070000,2641011300
강서구,2644000000,2644000000
대저1동,2644051000,2644010100
대저2동,2644052000,2644010200
강동동,2644053000,2644010300
명지동,2644053500,2644010400
명지동,2644054500,2644010400
죽림동,2644055000,2644010500
식만동,2644055000,2644010600
죽동동,2644055000,2644010700
봉림동,2644055000,2644010800
송정동,2644056000,2644010900
화전동,2644056000,2644011000
녹산동,2644056000,2644011100
생곡동,2644056000,2644011200
구랑동,2644056000,2644011300
지사동,2644056000,2644011400
미음동,2644056000,2644011500
범방동,2644056000,2644011600
신호동,2644056000,2644011700
동선동,2644058000,2644011800
성북동,2644058000,2644011900
눌차동,2644058000,2644012000
천성동,2644058000,2644012100
대항동,2644058000,2644012200
연제구,2647000000,2647000000
거제동,2647061000,2647010100
거제동,2647062000,2647010100
거제동,2647063000,2647010100
거제동,2647064000,2647010100
연산동,2647065000,2647010200
연산동,2647066000,2647010200
연산동,2647067000,2647010200
연산동,2647068000,2647010200
연산동,2647069000,2647010200
연산동,2647070000,2647010200
연산동,2647072000,2647010200
연산동,2647073000,2647010200
수영구,2650000000,2650000000
남천동,2650066000,2650010500
남천동,2650067000,2650010500
수영동,2650073000,2650010200
망미동,2650074000,2650010100
망미동,2650075000,2650010100
광안동,2650076000,2650010400
광안동,2650077000,2650010400
광안동,2650078000,2650010400
광안동,2650079000,2650010400
민락동,2650080000,2650010300
사상구,2653000000,2653000000
삼락동,2653058000,2653010100
모라동,2653059100,2653010200
모라동,2653059300,2653010200
덕포동,2653060000,2653010300
덕포동,2653061000,2653010300
괘법동,2653062000,2653010400
감전동,2653064500,2653010500
주례동,2653065000,2653010600
주례동,2653066000,2653010600
주례동,2653066100,2653010600
학장동,2653067000,2653010700
엄궁동,2653068000,2653010800
기장군,2671000000,2671000000
기장읍,2671025000,2671025000
동부리,2671025000,2671025021
교리,2671025000,2671025022
신천리,2671025000,2671025023
죽성리,2671025000,2671025024
서부리,2671025000,2671025025
대라리,2671025000,2671025026
청강리,2671025000,2671025027
대변리,2671025000,2671025028
연화리,2671025000,2671025029
만화리,2671025000,2671025030
석산리,2671025000,2671025031
당사리,2671025000,2671025032
시랑리,2671025000,2671025033
내리,2671025000,2671025034
장안읍,2671025300,2671025300
좌천리,2671025300,2671025321
효암리,2671025300,2671025322
고리,2671025300,2671025323
좌동리,2671025300,2671025324
장안리,2671025300,2671025325
덕선리,2671025300,2671025326
용소리,2671025300,2671025327
기룡리,2671025300,2671025328
명례리,2671025300,2671025329
월내리,2671025300,2671025330
반룡리,2671025300,2671025331
임랑리,2671025300,2671025332
오리,2671025300,2671025333
길천리,2671025300,2671025334
정관읍,2671025600,2671025600
방곡리,2671025600,2671025621
매학리,2671025600,2671025622
임곡리,2671025600,2671025623
월평리,2671025600,2671025624
달산리,2671025600,2671025625
병산리,2671025600,2671025626
모전리,2671025600,2671025627
용수리,2671025600,2671025628
두명리,2671025600,2671025629
예림리,2671025600,2671025630
일광읍,2671025900,2671025900
삼성리,2671025900,2671025921
이천리,2671025900,2671025922
학리,2671025900,2671025923
동백리,2671025900,2671025924
문중리,2671025900,2671025925
신평리,2671025900,2671025926
칠암리,2671025900,2671025927
문동리,2671025900,2671025928
청광리,2671025900,2671025929
원리,2671025900,2671025930
화전리,2671025900,2671025931
횡계리,2671025900,2671025932
용천리,2671025900,2671025933
철마면,2671033000,2671033000
와여리,2671033000,2671033021
장전리,2671033000,2671033022
백길리,2671033000,2671033023
송정리,2671033000,2671033024
웅천리,2671033000,2671033025
연구리,2671033000,2671033026
구칠리,2671033000,2671033027
이곡리,2671033000,2671033028
고촌리,2671033000,2671033029
안평리,2671033000,2671033030
임기리,2671033000,2671033031
대구광역시,2700000000,2700000000
중구,2711000000,2711000000
동인동1가,2711051700,2711010100
동인동2가,2711051700,2711010200
동인동3가,2711051700,2711010300
동인동4가,2711051700,2711010400
삼덕동1가,2711054500,2711010500
삼덕동2가,2711054500,2711010600
삼덕동3가,2711054500,2711010700
봉산동,2711056500,2711010800
덕산동,2711056500,2711011200
사일동,2711056500,2711011500
남일동,2711056500,2711011700
동성로3가,2711056500,2711011900
동문동,2711056500,2711012000
문화동,2711056500,2711012100
공평동,2711056500,2711012200
동성로2가,2711056500,2711012300
태평로1가,2711056500,2711012400
교동,2711056500,2711012500
용덕동,2711056500,2711012600
상덕동,2711056500,2711012700
완전동,2711056500,2711012800
포정동,2711056500,2711014300
동성로1가,2711056500,2711014800
북성로1가,2711056500,2711015000
화전동,2711056500,2711015100
장관동,2711057500,2711010900
상서동,2711057500,2711011000
수동,2711057500,2711011100
덕산동,2711057500,2711011200
종로1가,2711057500,2711011300
종로2가,2711057500,2711011400
동일동,2711057500,2711011600
남일동,2711057500,2711011700
전동,2711057500,2711011800
동성로3가,2711057500,2711011900
수창동,2711057500,2711013000
태평로3가,2711057500,2711013100
서성로1가,2711057500,2711013400
하서동,2711057500,2711013600
남성로,2711057500,2711013700
계산동1가,2711057500,2711013800
계산동2가,2711057500,2711013900
동산동,2711057500,2711014000
서성로2가,2711057500,2711014200
포정동,2711057500,2711014300
서문로1가,2711057500,2711014400
서내동,2711057500,2711014500
북성로2가,2711057500,2711014600
대안동,2711057500,2711014700
태평로2가,2711057500,2711014900
북성로1가,2711057500,2711015000
화전동,2711057500,2711015100
향촌동,2711057500,2711015200
북내동,2711057500,2711015300
도원동,2711058500,2711012900
수창동,2711058500,2711013000
태평로3가,2711058500,2711013100
인교동,2711058500,2711013200
서야동,2711058500,2711013300
서성로1가,2711058500,2711013400
시장북로,2711058500,2711013500
동산동,2711058500,2711014000
서문로2가,2711058500,2711014100
달성동,2711058500,2711015500
시장북로,2711059500,2711013500
대신동,2711059500,2711015400
남산동,2711064000,2711015600
남산동,2711065000,2711015600
남산동,2711066000,2711015600
남산동,2711067000,2711015600
대봉동,2711068000,2711015700
대봉동,2711069000,2711015700
동구,2714000000,2714000000
신암동,2714051000,2714010100
신암동,2714052000,2714010100
신천동,2714052000,2714010200
신암동,2714053000,2714010100
신암동,2714054000,2714010100
신암동,2714054100,2714010100
신천동,2714055500,2714010200
신천동,2714057000,2714010200
신천동,2714058000,2714010200
효목동,2714059000,2714010300
효목동,2714060000,2714010300
평광동,2714061500,2714010400
도동,2714061500,2714010700
검사동,2714061500,2714011000
봉무동,2714062000,2714010500
불로동,2714062000,2714010600
지저동,2714062000,2714010800
불로동,2714064000,2714010600
지저동,2714064000,2714010800
입석동,2714064000,2714010900
입석동,2714065500,2714010900
검사동,2714065500,2714011000
방촌동,2714067000,2714011100
방촌동,2714068500,2714011100
둔산동,2714068500,2714011200
부동,2714068500,2714011300
신평동,2714068500,2714011400
신기동,2714072000,2714011700
율하동,2714072000,2714011800
용계동,2714073000,2714011900
율암동,2714073000,2714012000
상매동,2714073000,2714012100
매여동,2714073000,2714012200
동호동,2714074200,2714011600
신서동,2714074200,2714012400
괴전동,2714074200,2714012600
금강동,2714074200,2714012700
대림동,2714074200,2714012800
사복동,2714074200,2714012900
숙천동,2714074200,2714013000
서호동,2714074700,2714011500
동호동,2714074700,2714011600
각산동,2714074700,2714012300
신서동,2714074700,2714012400
각산동,2714075500,2714012300
신서동,2714075500,2714012400
동내동,2714075500,2714012500
괴전동,2714075500,2714012600
대림동,2714075500,2714012800
사복동,2714075500,2714012900
숙천동,2714075500,2714013000
내곡동,2714075500,2714013100
능성동,2714076000,2714013200
진인동,2714076000,2714013300
도학동,2714076000,2714013400
백안동,2714076000,2714013500
미곡동,2714076000,2714013600
용수동,2714076000,2714013700
신무동,2714076000,2714013800
미대동,2714076000,2714013900
내동,2714076000,2714014000
신용동,2714076000,2714014100
중대동,2714076000,2714014200
송정동,2714076000,2714014300
덕곡동,2714076000,2714014400
지묘동,2714076000,2714014500
서구,2717000000,2717000000
내당동,2717051000,2717010100
내당동,2717052500,2717010100
내당동,2717054000,2717010100
비산동,2717055000,2717010200
비산동,2717056500,2717010200
비산동,2717058000,2717010200
비산동,2717059000,2717010200
비산동,2717060000,2717010200
비산동,2717061000,2717010200
평리동,2717062000,2717010300
평리동,2717063000,2717010300
평리동,2717064000,2717010300
평리동,2717065000,2717010300
평리동,2717066000,2717010300
평리동,2717066100,2717010300
상리동,2717067500,2717010400
중리동,2717067500,2717010500
이현동,2717067500,2717010600
원대동1가,2717069500,2717010700
원대동2가,2717069500,2717010800
원대동3가,2717069500,2717010900
남구,2720000000,2720000000
이천동,2720051500,2720010100
봉덕동,2720053000,2720010200
봉덕동,2720054000,2720010200
봉덕동,2720055000,2720010200
대명동,2720056000,2720010300
대명동,2720057100,2720010300
대명동,2720058600,2720010300
대명동,2720059000,2720010300
대명동,2720060000,2720010300
대명동,2720061000,2720010300
대명동,2720064000,2720010300
대명동,2720065000,2720010300
대명동,2720066000,2720010300
북구,2723000000,2723000000
고성동1가,2723051000,2723010300
고성동2가,2723051000,2723010400
고성동3가,2723051000,2723010500
칠성동1가,2723052600,2723010100
칠성동2가,2723052600,2723010200
침산동,2723055000,2723010600
침산동,2723056000,2723010600
침산동,2723057000,2723010600
산격동,2723061000,2723011100
산격동,2723062000,2723011100
산격동,2723063000,2723011100
산격동,2723063100,2723011100
대현동,2723064500,2723011000
복현동,2723067100,2723011200
복현동,2723067200,2723011200
검단동,2723068000,2723011300
동변동,2723069500,2723011400
서변동,2723069500,2723011500
조야동,2723069500,2723011600
연경동,2723069500,2723013100
노곡동,2723071500,2723011700
매천동,2723071500,2723012700
팔달동,2723071500,2723012800
금호동,2723071500,2723012900
사수동,2723071500,2723013000
태전동,2723072500,2723012600
태전동,2723073500,2723012600
구암동,2723074500,2723012300
관음동,2723075000,2723012500
읍내동,2723077000,2723011800
동천동,2723078000,2723012400
노원동1가,2723079000,2723010700
노원동2가,2723079000,2723010800
노원동3가,2723079000,2723010900
동호동,2723080000,2723011900
학정동,2723080000,2723012000
도남동,2723080000,2723012100
국우동,2723080000,2723012200
수성구,2726000000,2726000000
범어동,2726051000,2726010100
범어동,2726052000,2726010100
범어동,2726053000,2726010100
범어동,2726054000,2726010100
만촌동,2726055000,2726010200
만촌동,2726056000,2726010200
만촌동,2726056100,2726010200
수성동1가,2726057000,2726010300
수성동2가,2726058000,2726010400
수성동3가,2726058000,2726010500
수성동4가,2726059000,2726010600
황금동,2726060100,2726010700
황금동,2726060200,2726010700
